parameter_name,parameter_number,preset_name,parameter_value,mean,std
master_high_pass,66,PadWobbler,0.0,0.0,0.0
master_detune,67,PadWobbler,0.0,0.0,0.0
vintage_noise,68,PadWobbler,0.0,0.0,0.0
panic,69,PadWobbler,0.0,0.0,0.0
midi_learn,70,PadWobbler,0.0,0.0,0.0
envelope_destination,71,PadWobbler,0.0,0.0,0.0
envelope_speed,72,PadWobbler,0.0,0.0,0.0
envelope_amount,73,PadWobbler,0.0,0.0,0.0
envelope_one_shot_mode,74,PadWobbler,0.0,0.0,0.0
envelope_fix_tempo,75,PadWobbler,0.0,0.0,0.0
envelope_reset,76,PadWobbler,0.0,0.0,0.0
filter_drive,77,PadWobbler,0.0,0.0,0.0
delay_wet,78,PadWobbler,0.0,0.0,0.0
delay_time,79,PadWobbler,0.5,0.5,0.05
delay_sync,80,PadWobbler,0.0,0.0,0.0
delay_x2_l,81,PadWobbler,0.0,0.0,0.0
delay_x2_r,82,PadWobbler,0.0,0.0,0.0
delay_high_shelf,83,PadWobbler,0.0,0.0,0.0
delay_low_shelf,84,PadWobbler,0.0,0.0,0.0
delay_feedback,85,PadWobbler,0.5,0.5,0.05
midi_clear,86,PadWobbler,0.0,0.0,0.0
midi_lock,87,PadWobbler,0.0,0.0,0.0
-,0,SweetAnalogue,0.5,0.5,0.05
master_volume,1,SweetAnalogue,0.22800001502037048,0.22800001502037048,0.022800001502037048
filter_type,2,SweetAnalogue,0.0,0.0,0.0
filter_cutoff,3,SweetAnalogue,0.5560000538825989,0.5560000538825989,0.05560000538825989
filter_resonance,4,SweetAnalogue,0.8320000171661377,0.8320000171661377,0.08320000171661376
fitler_keyfollow,5,SweetAnalogue,1.0,1.0,0.1
filter_contour,6,SweetAnalogue,0.8920000195503235,0.8920000195503235,0.08920000195503235
filter_attack,7,SweetAnalogue,0.5580000281333923,0.5580000281333923,0.05580000281333923
filter_decay,8,SweetAnalogue,0.5360000133514404,0.5360000133514404,0.053600001335144046
filter_sustain,9,SweetAnalogue,0.0,0.0,0.0
filter_release,10,SweetAnalogue,0.8240000605583191,0.8240000605583191,0.0824000060558319
amp_attack,11,SweetAnalogue,0.04400000348687172,0.04400000348687172,0.004400000348687172
amp_decay,12,SweetAnalogue,0.3800000250339508,0.3800000250339508,0.03800000250339508
amp_sustain,13,SweetAnalogue,0.3840000033378601,0.3840000033378601,0.03840000033378601
amp_release,14,SweetAnalogue,0.5520000457763672,0.5520000457763672,0.05520000457763672
osc_1_volume,15,SweetAnalogue,0.800000011920929,0.800000011920929,0.0800000011920929
osc_2_volume,16,SweetAnalogue,0.0,0.0,0.0
osc_3_volume,17,SweetAnalogue,0.800000011920929,0.800000011920929,0.0800000011920929
osc_mastertune,18,SweetAnalogue,0.5,0.5,0.05
osc_1_tune,19,SweetAnalogue,0.25,0.25,0.025
osc_2_tune,20,SweetAnalogue,0.5,0.5,0.05
osc_1_fine_tune,21,SweetAnalogue,0.47200003266334534,0.47200003266334534,0.047200003266334535
osc_2_fine_tune,22,SweetAnalogue,0.527999997138977,0.527999997138977,0.052799999713897705
osc_1_waveform,23,SweetAnalogue,0.0,0.0,0.0
osc_1_waveform,24,SweetAnalogue,0.0,0.0,0.0
osc_sync,25,SweetAnalogue,0.0,0.0,0.0
lfo_1_waveform,26,SweetAnalogue,0.0,0.0,0.0
lfo_2_waveform,27,SweetAnalogue,0.0,0.0,0.0
lfo_1_rate,28,SweetAnalogue,0.22800001502037048,0.22800001502037048,0.022800001502037048
lfo_2_rate,29,SweetAnalogue,0.2639999985694885,0.2639999985694885,0.026399999856948853
lfo_1_amount,30,SweetAnalogue,0.5400000214576721,0.5400000214576721,0.05400000214576721
lfo_2_amount,31,SweetAnalogue,0.6160000562667847,0.6160000562667847,0.061600005626678465
lfo_1_destination,32,SweetAnalogue,0.2857142984867096,0.2857142984867096,0.02857142984867096
lfo_2_destination,33,SweetAnalogue,0.1428571492433548,0.1428571492433548,0.01428571492433548
lfo_1_phase,34,SweetAnalogue,0.0,0.0,0.0
lfo_2_phase,35,SweetAnalogue,0.0,0.0,0.0
osc_2_fm,36,SweetAnalogue,0.0,0.0,0.0
osc_2_phase,37,SweetAnalogue,0.0,0.0,0.0
osc_2_pw,38,SweetAnalogue,0.5,0.5,0.05
osc_2_phase,39,SweetAnalogue,0.5,0.5,0.05
transpose,40,SweetAnalogue,1.0,1.0,0.1
free_ad_attack,41,SweetAnalogue,0.0,0.0,0.0
free_ad_decay,42,SweetAnalogue,0.7200000286102295,0.7200000286102295,0.07200000286102295
free_ad_amount,43,SweetAnalogue,0.164000004529953,0.164000004529953,0.0164000004529953
free_ad_destination,44,SweetAnalogue,0.20000000298023224,0.20000000298023224,0.020000000298023225
lfo_1_sync,45,SweetAnalogue,0.0,0.0,0.0
lfo_1_keytrigger,46,SweetAnalogue,1.0,1.0,0.1
lfo_2_sync,47,SweetAnalogue,0.0,0.0,0.0
lfo_2_keytrigger,48,SweetAnalogue,1.0,1.0,0.1
portamento_amount,49,SweetAnalogue,0.0,0.0,0.0
portamento_mode,50,SweetAnalogue,0.0,0.0,0.0
voices,51,SweetAnalogue,0.6000000238418579,0.6000000238418579,0.06000000238418579
velocity_volume,52,SweetAnalogue,0.0,0.0,0.0
velocity_contour,53,SweetAnalogue,0.0,0.0,0.0
velocity_filter,54,SweetAnalogue,0.0,0.0,0.0
pitchwheel_cutoff,55,SweetAnalogue,0.0,0.0,0.0
pitchwheel_pitch,56,SweetAnalogue,0.0,0.0,0.0
ringmodulation,57,SweetAnalogue,0.0,0.0,0.0
chorus_1_enable,58,SweetAnalogue,1.0,1.0,0.1
chorus_2_enable,59,SweetAnalogue,1.0,1.0,0.1
reverb_wet,60,SweetAnalogue,0.0,0.0,0.0
reverb_decay,61,SweetAnalogue,0.6240000128746033,0.6240000128746033,0.06240000128746033
reverb_pre_delay,62,SweetAnalogue,0.7120000123977661,0.7120000123977661,0.07120000123977661
reverb_high_cut,63,SweetAnalogue,0.09600000083446503,0.09600000083446503,0.009600000083446502
reverb_low_cut,64,SweetAnalogue,0.7040000557899475,0.7040000557899475,0.07040000557899476
osc_bitcrusher,65,SweetAnalogue,1.0,1.0,0.1
master_high_pass,66,SweetAnalogue,0.30800002813339233,0.30800002813339233,0.030800002813339233
master_detune,67,SweetAnalogue,0.3760000169277191,0.3760000169277191,0.03760000169277191
vintage_noise,68,SweetAnalogue,0.0,0.0,0.0
panic,69,SweetAnalogue,0.0,0.0,0.0
midi_learn,70,SweetAnalogue,0.0,0.0,0.0
envelope_destination,71,SweetAnalogue,0.0,0.0,0.0
envelope_speed,72,SweetAnalogue,0.0,0.0,0.0
envelope_amount,73,SweetAnalogue,0.0,0.0,0.0
envelope_one_shot_mode,74,SweetAnalogue,0.0,0.0,0.0
envelope_fix_tempo,75,SweetAnalogue,0.0,0.0,0.0
envelope_reset,76,SweetAnalogue,0.0,0.0,0.0
filter_drive,77,SweetAnalogue,0.0,0.0,0.0
delay_wet,78,SweetAnalogue,0.30000001192092896,0.30000001192092896,0.030000001192092896
delay_time,79,SweetAnalogue,0.8280000686645508,0.8280000686645508,0.08280000686645508
delay_sync,80,SweetAnalogue,1.0,1.0,0.1
delay_x2_l,81,SweetAnalogue,1.0,1.0,0.1
delay_x2_r,82,SweetAnalogue,0.0,0.0,0.0
delay_high_shelf,83,SweetAnalogue,0.0,0.0,0.0
delay_low_shelf,84,SweetAnalogue,0.0,0.0,0.0
delay_feedback,85,SweetAnalogue,0.10400000214576721,0.10400000214576721,0.01040000021457672
midi_clear,86,SweetAnalogue,0.0,0.0,0.0
midi_lock,87,SweetAnalogue,0.0,0.0,0.0
-,0,RingmodMod,0.5,0.5,0.05
master_volume,1,RingmodMod,0.3880000114440918,0.3880000114440918,0.03880000114440918
filter_type,2,RingmodMod,0.27272728085517883,0.27272728085517883,0.027272728085517884
filter_cutoff,3,RingmodMod,0.2160000056028366,0.2160000056028366,0.02160000056028366
filter_resonance,4,RingmodMod,0.25600001215934753,0.25600001215934753,0.025600001215934753
fitler_keyfollow,5,RingmodMod,1.0,1.0,0.1
filter_contour,6,RingmodMod,0.7200000286102295,0.7200000286102295,0.07200000286102295
filter_attack,7,RingmodMod,0.5400000214576721,0.5400000214576721,0.05400000214576721
filter_decay,8,RingmodMod,0.5560000538825989,0.5560000538825989,0.05560000538825989
filter_sustain,9,RingmodMod,0.8080000281333923,0.8080000281333923,0.08080000281333924
filter_release,10,RingmodMod,0.5040000081062317,0.5040000081062317,0.050400000810623166
amp_attack,11,RingmodMod,0.34800001978874207,0.34800001978874207,0.03480000197887421
amp_decay,12,RingmodMod,0.0,0.0,0.0
amp_sustain,13,RingmodMod,1.0,1.0,0.1
amp_release,14,RingmodMod,0.6040000319480896,0.6040000319480896,0.06040000319480896
osc_1_volume,15,RingmodMod,0.800000011920929,0.800000011920929,0.0800000011920929
osc_2_volume,16,RingmodMod,0.8080000281333923,0.8080000281333923,0.08080000281333924
osc_3_volume,17,RingmodMod,0.40400001406669617,0.40400001406669617,0.04040000140666962
osc_mastertune,18,RingmodMod,0.5,0.5,0.05
osc_1_tune,19,RingmodMod,0.5180000066757202,0.5180000066757202,0.051800000667572024
osc_2_tune,20,RingmodMod,1.0,1.0,0.1
osc_1_fine_tune,21,RingmodMod,0.527999997138977,0.527999997138977,0.052799999713897705
osc_2_fine_tune,22,RingmodMod,0.5680000185966492,0.5680000185966492,0.05680000185966492
osc_1_waveform,23,RingmodMod,0.0,0.0,0.0
osc_1_waveform,24,RingmodMod,0.0,0.0,0.0
osc_sync,25,RingmodMod,0.0,0.0,0.0
lfo_1_waveform,26,RingmodMod,0.04000000283122063,0.04000000283122063,0.004000000283122062
lfo_2_waveform,27,RingmodMod,0.0,0.0,0.0
lfo_1_rate,28,RingmodMod,0.4520000219345093,0.4520000219345093,0.045200002193450925
lfo_2_rate,29,RingmodMod,0.0,0.0,0.0
lfo_1_amount,30,RingmodMod,0.5440000295639038,0.5440000295639038,0.05440000295639038
lfo_2_amount,31,RingmodMod,0.5,0.5,0.05
lfo_1_destination,32,RingmodMod,0.2857142984867096,0.2857142984867096,0.02857142984867096
lfo_2_destination,33,RingmodMod,0.0,0.0,0.0
lfo_1_phase,34,RingmodMod,0.0,0.0,0.0
lfo_2_phase,35,RingmodMod,0.0,0.0,0.0
osc_2_fm,36,RingmodMod,0.3680000305175781,0.3680000305175781,0.03680000305175781
osc_2_phase,37,RingmodMod,0.0,0.0,0.0
osc_2_pw,38,RingmodMod,0.5,0.5,0.05
osc_2_phase,39,RingmodMod,0.5,0.5,0.05
transpose,40,RingmodMod,1.0,1.0,0.1
free_ad_attack,41,RingmodMod,0.0,0.0,0.0
free_ad_decay,42,RingmodMod,0.0,0.0,0.0
free_ad_amount,43,RingmodMod,0.0,0.0,0.0
free_ad_destination,44,RingmodMod,0.0,0.0,0.0
lfo_1_sync,45,RingmodMod,0.0,0.0,0.0
lfo_1_keytrigger,46,RingmodMod,0.0,0.0,0.0
lfo_2_sync,47,RingmodMod,0.0,0.0,0.0
lfo_2_keytrigger,48,RingmodMod,0.0,0.0,0.0
portamento_amount,49,RingmodMod,0.0,0.0,0.0
portamento_mode,50,RingmodMod,0.0,0.0,0.0
voices,51,RingmodMod,0.6000000238418579,0.6000000238418579,0.06000000238418579
velocity_volume,52,RingmodMod,0.0,0.0,0.0
velocity_contour,53,RingmodMod,0.0,0.0,0.0
velocity_filter,54,RingmodMod,0.0,0.0,0.0
pitchwheel_cutoff,55,RingmodMod,0.0,0.0,0.0
pitchwheel_pitch,56,RingmodMod,0.16700001060962677,0.16700001060962677,0.01670000106096268
ringmodulation,57,RingmodMod,0.0,0.0,0.0
chorus_1_enable,58,RingmodMod,0.0,0.0,0.0
chorus_2_enable,59,RingmodMod,1.0,1.0,0.1
reverb_wet,60,RingmodMod,0.0,0.0,0.0
reverb_decay,61,RingmodMod,0.5,0.5,0.05
reverb_pre_delay,62,RingmodMod,0.0,0.0,0.0
reverb_high_cut,63,RingmodMod,0.0,0.0,0.0
reverb_low_cut,64,RingmodMod,1.0,1.0,0.1
osc_bitcrusher,65,RingmodMod,1.0,1.0,0.1
master_high_pass,66,RingmodMod,0.3680000305175781,0.3680000305175781,0.03680000305175781
master_detune,67,RingmodMod,0.0,0.0,0.0
vintage_noise,68,RingmodMod,0.0,0.0,0.0
panic,69,RingmodMod,0.0,0.0,0.0
midi_learn,70,RingmodMod,0.0,0.0,0.0
envelope_destination,71,RingmodMod,0.8571428656578064,0.8571428656578064,0.08571428656578065
envelope_speed,72,RingmodMod,0.6000000238418579,0.6000000238418579,0.06000000238418579
envelope_amount,73,RingmodMod,1.0,1.0,0.1
envelope_one_shot_mode,74,RingmodMod,0.0,0.0,0.0
envelope_fix_tempo,75,RingmodMod,1.0,1.0,0.1
envelope_reset,76,RingmodMod,0.0,0.0,0.0
filter_drive,77,RingmodMod,0.0,0.0,0.0
delay_wet,78,RingmodMod,0.8200000524520874,0.8200000524520874,0.08200000524520874
delay_time,79,RingmodMod,0.2760000228881836,0.2760000228881836,0.02760000228881836
delay_sync,80,RingmodMod,0.0,0.0,0.0
delay_x2_l,81,RingmodMod,0.0,0.0,0.0
delay_x2_r,82,RingmodMod,0.0,0.0,0.0
delay_high_shelf,83,RingmodMod,0.320000022649765,0.320000022649765,0.0320000022649765
delay_low_shelf,84,RingmodMod,0.0,0.0,0.0
delay_feedback,85,RingmodMod,0.20400001108646393,0.20400001108646393,0.02040000110864639
midi_clear,86,RingmodMod,0.0,0.0,0.0
midi_lock,87,RingmodMod,0.0,0.0,0.0
-,0,BurstingPad,0.5,0.5,0.05
master_volume,1,BurstingPad,0.2160000056028366,0.2160000056028366,0.02160000056028366
filter_type,2,BurstingPad,0.4545454680919647,0.4545454680919647,0.04545454680919647
filter_cutoff,3,BurstingPad,0.24800001084804535,0.24800001084804535,0.024800001084804534
filter_resonance,4,BurstingPad,0.7520000338554382,0.7520000338554382,0.07520000338554382
fitler_keyfollow,5,BurstingPad,0.5640000104904175,0.5640000104904175,0.05640000104904175
filter_contour,6,BurstingPad,0.8560000658035278,0.8560000658035278,0.08560000658035279
filter_attack,7,BurstingPad,0.6160000562667847,0.6160000562667847,0.061600005626678465
filter_decay,8,BurstingPad,0.6360000371932983,0.6360000371932983,0.06360000371932983
filter_sustain,9,BurstingPad,0.0,0.0,0.0
filter_release,10,BurstingPad,0.7360000610351562,0.7360000610351562,0.07360000610351562
amp_attack,11,BurstingPad,0.5520000457763672,0.5520000457763672,0.05520000457763672
amp_decay,12,BurstingPad,0.0,0.0,0.0
amp_sustain,13,BurstingPad,1.0,1.0,0.1
amp_release,14,BurstingPad,0.0,0.0,0.0
osc_1_volume,15,BurstingPad,0.800000011920929,0.800000011920929,0.0800000011920929
osc_2_volume,16,BurstingPad,0.812000036239624,0.812000036239624,0.0812000036239624
osc_3_volume,17,BurstingPad,0.812000036239624,0.812000036239624,0.0812000036239624
osc_mastertune,18,BurstingPad,0.5,0.5,0.05
osc_1_tune,19,BurstingPad,0.25,0.25,0.025
osc_2_tune,20,BurstingPad,0.6600000262260437,0.6600000262260437,0.06600000262260437
osc_1_fine_tune,21,BurstingPad,0.46000000834465027,0.46000000834465027,0.046000000834465024
osc_2_fine_tune,22,BurstingPad,0.5920000076293945,0.5920000076293945,0.05920000076293945
osc_1_waveform,23,BurstingPad,0.0,0.0,0.0
osc_1_waveform,24,BurstingPad,0.25,0.25,0.025
osc_sync,25,BurstingPad,1.0,1.0,0.1
lfo_1_waveform,26,BurstingPad,0.0,0.0,0.0
lfo_2_waveform,27,BurstingPad,0.0,0.0,0.0
lfo_1_rate,28,BurstingPad,0.19200000166893005,0.19200000166893005,0.019200000166893005
lfo_2_rate,29,BurstingPad,0.5160000324249268,0.5160000324249268,0.05160000324249268
lfo_1_amount,30,BurstingPad,0.7000000476837158,0.7000000476837158,0.07000000476837158
lfo_2_amount,31,BurstingPad,0.6160000562667847,0.6160000562667847,0.061600005626678465
lfo_1_destination,32,BurstingPad,0.2857142984867096,0.2857142984867096,0.02857142984867096
lfo_2_destination,33,BurstingPad,0.4285714328289032,0.4285714328289032,0.04285714328289032
lfo_1_phase,34,BurstingPad,0.0,0.0,0.0
lfo_2_phase,35,BurstingPad,0.0,0.0,0.0
osc_2_fm,36,BurstingPad,0.0,0.0,0.0
osc_2_phase,37,BurstingPad,0.0,0.0,0.0
osc_2_pw,38,BurstingPad,0.5,0.5,0.05
osc_2_phase,39,BurstingPad,0.0,0.0,0.0
transpose,40,BurstingPad,0.0,0.0,0.0
free_ad_attack,41,BurstingPad,0.6600000262260437,0.6600000262260437,0.06600000262260437
free_ad_decay,42,BurstingPad,0.7480000257492065,0.7480000257492065,0.07480000257492066
free_ad_amount,43,BurstingPad,0.8280000686645508,0.8280000686645508,0.08280000686645508
free_ad_destination,44,BurstingPad,0.4000000059604645,0.4000000059604645,0.04000000059604645
lfo_1_sync,45,BurstingPad,0.0,0.0,0.0
lfo_1_keytrigger,46,BurstingPad,0.0,0.0,0.0
lfo_2_sync,47,BurstingPad,0.0,0.0,0.0
lfo_2_keytrigger,48,BurstingPad,1.0,1.0,0.1
portamento_amount,49,BurstingPad,0.0,0.0,0.0
portamento_mode,50,BurstingPad,0.5,0.5,0.05
voices,51,BurstingPad,0.4000000059604645,0.4000000059604645,0.04000000059604645
velocity_volume,52,BurstingPad,0.0,0.0,0.0
velocity_contour,53,BurstingPad,0.0,0.0,0.0
velocity_filter,54,BurstingPad,0.0,0.0,0.0
pitchwheel_cutoff,55,BurstingPad,0.0,0.0,0.0
pitchwheel_pitch,56,BurstingPad,0.1680000126361847,0.1680000126361847,0.01680000126361847
ringmodulation,57,BurstingPad,0.6920000314712524,0.6920000314712524,0.06920000314712524
chorus_1_enable,58,BurstingPad,1.0,1.0,0.1
chorus_2_enable,59,BurstingPad,0.0,0.0,0.0
reverb_wet,60,BurstingPad,0.0,0.0,0.0
reverb_decay,61,BurstingPad,0.7000000476837158,0.7000000476837158,0.07000000476837158
reverb_pre_delay,62,BurstingPad,0.0,0.0,0.0
reverb_high_cut,63,BurstingPad,0.0,0.0,0.0
reverb_low_cut,64,BurstingPad,1.0,1.0,0.1
osc_bitcrusher,65,BurstingPad,1.0,1.0,0.1
master_high_pass,66,BurstingPad,0.9360000491142273,0.9360000491142273,0.09360000491142273
master_detune,67,BurstingPad,0.0,0.0,0.0
vintage_noise,68,BurstingPad,0.0,0.0,0.0
panic,69,BurstingPad,0.0,0.0,0.0
midi_learn,70,BurstingPad,0.0,0.0,0.0
envelope_destination,71,BurstingPad,0.0,0.0,0.0
envelope_speed,72,BurstingPad,0.0,0.0,0.0
envelope_amount,73,BurstingPad,0.0,0.0,0.0
envelope_one_shot_mode,74,BurstingPad,0.0,0.0,0.0
envelope_fix_tempo,75,BurstingPad,0.0,0.0,0.0
envelope_reset,76,BurstingPad,0.0,0.0,0.0
filter_drive,77,BurstingPad,0.0,0.0,0.0
delay_wet,78,BurstingPad,0.4440000355243683,0.4440000355243683,0.044400003552436826
delay_time,79,BurstingPad,0.18800000846385956,0.18800000846385956,0.018800000846385955
delay_sync,80,BurstingPad,0.0,0.0,0.0
delay_x2_l,81,BurstingPad,0.0,0.0,0.0
delay_x2_r,82,BurstingPad,0.0,0.0,0.0
delay_high_shelf,83,BurstingPad,0.0,0.0,0.0
delay_low_shelf,84,BurstingPad,0.0,0.0,0.0
delay_feedback,85,BurstingPad,0.14400000870227814,0.14400000870227814,0.014400000870227813
midi_clear,86,BurstingPad,0.0,0.0,0.0
midi_lock,87,BurstingPad,0.0,0.0,0.0
-,0,Tron,0.5,0.5,0.05
master_volume,1,Tron,0.35600000619888306,0.35600000619888306,0.03560000061988831
filter_type,2,Tron,0.1818181872367859,0.1818181872367859,0.018181818723678588
filter_cutoff,3,Tron,0.4000000059604645,0.4000000059604645,0.04000000059604645
filter_resonance,4,Tron,0.36400002241134644,0.36400002241134644,0.03640000224113464
fitler_keyfollow,5,Tron,1.0,1.0,0.1
filter_contour,6,Tron,0.6440000534057617,0.6440000534057617,0.06440000534057617
filter_attack,7,Tron,0.5120000243186951,0.5120000243186951,0.05120000243186951
filter_decay,8,Tron,0.2840000092983246,0.2840000092983246,0.02840000092983246
filter_sustain,9,Tron,0.0,0.0,0.0
filter_release,10,Tron,0.940000057220459,0.940000057220459,0.09400000572204589
amp_attack,11,Tron,0.40800002217292786,0.40800002217292786,0.04080000221729278
amp_decay,12,Tron,0.5920000076293945,0.5920000076293945,0.05920000076293945
amp_sustain,13,Tron,0.6800000071525574,0.6800000071525574,0.06800000071525573
amp_release,14,Tron,0.5640000104904175,0.5640000104904175,0.05640000104904175
osc_1_volume,15,Tron,0.6880000233650208,0.6880000233650208,0.06880000233650208
osc_2_volume,16,Tron,0.5040000081062317,0.5040000081062317,0.050400000810623166
osc_3_volume,17,Tron,0.24000000953674316,0.24000000953674316,0.024000000953674317
osc_mastertune,18,Tron,0.5,0.5,0.05
osc_1_tune,19,Tron,0.25,0.25,0.025
osc_2_tune,20,Tron,0.3800000250339508,0.3800000250339508,0.03800000250339508
osc_1_fine_tune,21,Tron,0.5640000104904175,0.5640000104904175,0.05640000104904175
osc_2_fine_tune,22,Tron,0.4440000355243683,0.4440000355243683,0.044400003552436826
osc_1_waveform,23,Tron,0.5,0.5,0.05
osc_1_waveform,24,Tron,0.0,0.0,0.0
osc_sync,25,Tron,0.0,0.0,0.0
lfo_1_waveform,26,Tron,0.30400002002716064,0.30400002002716064,0.030400002002716066
lfo_2_waveform,27,Tron,0.0,0.0,0.0
lfo_1_rate,28,Tron,0.0,0.0,0.0
lfo_2_rate,29,Tron,0.6600000262260437,0.6600000262260437,0.06600000262260437
lfo_1_amount,30,Tron,0.812000036239624,0.812000036239624,0.0812000036239624
lfo_2_amount,31,Tron,0.9000000357627869,0.9000000357627869,0.09000000357627869
lfo_1_destination,32,Tron,0.5714285969734192,0.5714285969734192,0.05714285969734192
lfo_2_destination,33,Tron,0.0,0.0,0.0
lfo_1_phase,34,Tron,0.0,0.0,0.0
lfo_2_phase,35,Tron,0.0,0.0,0.0
osc_2_fm,36,Tron,0.0,0.0,0.0
osc_2_phase,37,Tron,0.40400001406669617,0.40400001406669617,0.04040000140666962
osc_2_pw,38,Tron,0.12800000607967377,0.12800000607967377,0.012800000607967377
osc_2_phase,39,Tron,0.5,0.5,0.05
transpose,40,Tron,0.5040000081062317,0.5040000081062317,0.050400000810623166
free_ad_attack,41,Tron,0.0,0.0,0.0
free_ad_decay,42,Tron,0.0,0.0,0.0
free_ad_amount,43,Tron,0.0,0.0,0.0
free_ad_destination,44,Tron,0.0,0.0,0.0
lfo_1_sync,45,Tron,0.0,0.0,0.0
lfo_1_keytrigger,46,Tron,0.0,0.0,0.0
lfo_2_sync,47,Tron,0.0,0.0,0.0
lfo_2_keytrigger,48,Tron,1.0,1.0,0.1
portamento_amount,49,Tron,0.6320000290870667,0.6320000290870667,0.06320000290870667
portamento_mode,50,Tron,0.0,0.0,0.0
voices,51,Tron,0.6000000238418579,0.6000000238418579,0.06000000238418579
velocity_volume,52,Tron,0.0,0.0,0.0
velocity_contour,53,Tron,0.0,0.0,0.0
velocity_filter,54,Tron,0.0,0.0,0.0
pitchwheel_cutoff,55,Tron,0.0,0.0,0.0
pitchwheel_pitch,56,Tron,1.0,1.0,0.1
ringmodulation,57,Tron,0.0,0.0,0.0
chorus_1_enable,58,Tron,0.0,0.0,0.0
chorus_2_enable,59,Tron,1.0,1.0,0.1
reverb_wet,60,Tron,0.0,0.0,0.0
reverb_decay,61,Tron,0.8560000658035278,0.8560000658035278,0.08560000658035279
reverb_pre_delay,62,Tron,0.0,0.0,0.0
reverb_high_cut,63,Tron,0.0,0.0,0.0
reverb_low_cut,64,Tron,1.0,1.0,0.1
osc_bitcrusher,65,Tron,1.0,1.0,0.1
master_high_pass,66,Tron,0.0,0.0,0.0
master_detune,67,Tron,0.36400002241134644,0.36400002241134644,0.03640000224113464
vintage_noise,68,Tron,0.47600001096725464,0.47600001096725464,0.047600001096725464
panic,69,Tron,0.0,0.0,0.0
midi_learn,70,Tron,0.0,0.0,0.0
envelope_destination,71,Tron,0.1428571492433548,0.1428571492433548,0.01428571492433548
envelope_speed,72,Tron,0.20000000298023224,0.20000000298023224,0.020000000298023225
envelope_amount,73,Tron,0.0,0.0,0.0
envelope_one_shot_mode,74,Tron,0.0,0.0,0.0
envelope_fix_tempo,75,Tron,0.0,0.0,0.0
envelope_reset,76,Tron,0.0,0.0,0.0
filter_drive,77,Tron,0.2760000228881836,0.2760000228881836,0.02760000228881836
delay_wet,78,Tron,0.2800000011920929,0.2800000011920929,0.02800000011920929
delay_time,79,Tron,0.796000063419342,0.796000063419342,0.0796000063419342
delay_sync,80,Tron,1.0,1.0,0.1
delay_x2_l,81,Tron,0.0,0.0,0.0
delay_x2_r,82,Tron,0.0,0.0,0.0
delay_high_shelf,83,Tron,0.30800002813339233,0.30800002813339233,0.030800002813339233
delay_low_shelf,84,Tron,0.0,0.0,0.0
delay_feedback,85,Tron,0.15600000321865082,0.15600000321865082,0.015600000321865082
midi_clear,86,Tron,0.0,0.0,0.0
midi_lock,87,Tron,0.0,0.0,0.0
-,0,BionicPad,0.5,0.5,0.05
master_volume,1,BionicPad,0.3720000088214874,0.3720000088214874,0.03720000088214874
filter_type,2,BionicPad,0.1818181872367859,0.1818181872367859,0.018181818723678588
filter_cutoff,3,BionicPad,0.46800002455711365,0.46800002455711365,0.046800002455711365
filter_resonance,4,BionicPad,0.14400000870227814,0.14400000870227814,0.014400000870227813
fitler_keyfollow,5,BionicPad,1.0,1.0,0.1
filter_contour,6,BionicPad,0.7160000205039978,0.7160000205039978,0.07160000205039978
filter_attack,7,BionicPad,0.5480000376701355,0.5480000376701355,0.05480000376701355
filter_decay,8,BionicPad,0.0,0.0,0.0
filter_sustain,9,BionicPad,1.0,1.0,0.1
filter_release,10,BionicPad,0.5800000429153442,0.5800000429153442,0.05800000429153442
amp_attack,11,BionicPad,0.5800000429153442,0.5800000429153442,0.05800000429153442
amp_decay,12,BionicPad,0.0,0.0,0.0
amp_sustain,13,BionicPad,1.0,1.0,0.1
amp_release,14,BionicPad,0.0,0.0,0.0
osc_1_volume,15,BionicPad,0.7720000147819519,0.7720000147819519,0.0772000014781952
osc_2_volume,16,BionicPad,0.31200000643730164,0.31200000643730164,0.031200000643730165
osc_3_volume,17,BionicPad,0.29600000381469727,0.29600000381469727,0.029600000381469725
osc_mastertune,18,BionicPad,0.5,0.5,0.05
osc_1_tune,19,BionicPad,0.2460000067949295,0.2460000067949295,0.024600000679492952
osc_2_tune,20,BionicPad,1.0,1.0,0.1
osc_1_fine_tune,21,BionicPad,0.47200003266334534,0.47200003266334534,0.047200003266334535
osc_2_fine_tune,22,BionicPad,0.5879999995231628,0.5879999995231628,0.05879999995231629
osc_1_waveform,23,BionicPad,0.5,0.5,0.05
osc_1_waveform,24,BionicPad,0.75,0.75,0.075
osc_sync,25,BionicPad,1.0,1.0,0.1
lfo_1_waveform,26,BionicPad,0.9120000600814819,0.9120000600814819,0.09120000600814819
lfo_2_waveform,27,BionicPad,0.0,0.0,0.0
lfo_1_rate,28,BionicPad,0.527999997138977,0.527999997138977,0.052799999713897705
lfo_2_rate,29,BionicPad,0.5240000486373901,0.5240000486373901,0.05240000486373901
lfo_1_amount,30,BionicPad,0.8520000576972961,0.8520000576972961,0.08520000576972961
lfo_2_amount,31,BionicPad,0.5480000376701355,0.5480000376701355,0.05480000376701355
lfo_1_destination,32,BionicPad,0.4285714328289032,0.4285714328289032,0.04285714328289032
lfo_2_destination,33,BionicPad,0.2857142984867096,0.2857142984867096,0.02857142984867096
lfo_1_phase,34,BionicPad,0.0,0.0,0.0
